order_item_id,transaction_id,product_id,quantity,unit_price,total_amount
ITEM_00000050,TRANS_000016,PROD_0843,3,144.25,432.75
ITEM_00000051,TRANS_000016,PROD_0350,3,79.76,239.28
ITEM_00000052,TRANS_000016,PROD_1548,3,24.21,72.63
ITEM_00000053,TRANS_000017,PROD_1761,1,167.35,167.35
ITEM_00000054,TRANS_000017,PROD_1200,2,162.67,325.34
ITEM_00000055,TRANS_000017,PROD_1272,2,149.12,298.24
ITEM_00000056,TRANS_000017,PROD_1078,3,58.31,174.93
ITEM_00000057,TRANS_000018,PROD_1014,1,44.78,44.78
ITEM_00000058,TRANS_000019,PROD_1759,3,1075.85,3227.55
ITEM_00000059,TRANS_000019,PROD_1902,2,14.99,29.98
ITEM_00000060,TRANS_000019,PROD_1641,4,37.04,148.16
ITEM_00000061,TRANS_000019,PROD_0167,3,317.54,952.62
ITEM_00000062,TRANS_000019,PROD_0691,1,197.06,197.06
ITEM_00000063,TRANS_000019,PROD_0124,4,53.18,212.72
ITEM_00000064,TRANS_000020,PROD_0045,3,283.58,850.74
ITEM_00000065,TRANS_000021,PROD_0935,4,97.28,389.12
ITEM_00000066,TRANS_000022,PROD_1711,1,132.41,132.41
ITEM_00000067,TRANS_000022,PROD_0981,2,1256.72,2513.44
ITEM_00000068,TRANS_000022,PROD_0296,3,18.56,55.68
ITEM_00000069,TRANS_000022,PROD_0848,3,77.93,233.79
ITEM_00000070,TRANS_000023,PROD_1751,4,36.96,147.84
ITEM_00000071,TRANS_000023,PROD_1360,3,526.83,1580.49
ITEM_00000072,TRANS_000023,PROD_1843,3,82.58,247.74
ITEM_00000073,TRANS_000023,PROD_1150,3,26.14,78.42
ITEM_00000074,TRANS_000023,PROD_0412,3,29.06,87.18
ITEM_00000075,TRANS_000024,PROD_1572,2,395.2,790.4
ITEM_00000076,TRANS_000024,PROD_1192,3,19.29,57.87
ITEM_00000077,TRANS_000025,PROD_1303,1,52.85,52.85
ITEM_00000078,TRANS_000025,PROD_1248,3,287.68,863.04
ITEM_00000079,TRANS_000025,PROD_0252,1,10.53,10.53
ITEM_00000080,TRANS_000026,PROD_1352,1,339.62,339.62
ITEM_00000081,TRANS_000026,PROD_1277,4,135.66,542.64
ITEM_00000082,TRANS_000027,PROD_1301,4,56.47,225.88
ITEM_00000083,TRANS_000027,PROD_0160,3,193.82,581.46
ITEM_00000084,TRANS_000027,PROD_1412,4,63.81,255.24
ITEM_00000085,TRANS_000027,PROD_1256,4,284.4,1137.6
ITEM_00000086,TRANS_000028,PROD_0712,3,71.47,214.41
ITEM_00000087,TRANS_000028,PROD_1426,2,69.06,138.12
ITEM_00000088,TRANS_000028,PROD_1630,1,97.35,97.35
ITEM_00000089,TRANS_000029,PROD_0998,1,381.69,381.69
ITEM_00000090,TRANS_000030,PROD_1868,4,99.8,399.2
ITEM_00000091,TRANS_000030,PROD_0266,3,130.57,391.71
ITEM_00000092,TRANS_000030,PROD_1028,3,133.89,401.67
ITEM_00000093,TRANS_000031,PROD_1854,1,288.6,288.6
ITEM_00000094,TRANS_000031,PROD_1069,1,474.46,474.46
ITEM_00000095,TRANS_000032,PROD_0508,4,73.67,294.68
ITEM_00000096,TRANS_000033,PROD_0123,1,21.06,21.06
ITEM_00000097,TRANS_000034,PROD_1292,3,39.08,117.24
ITEM_00000098,TRANS_000034,PROD_1253,4,86.37,345.48
ITEM_00000099,TRANS_000034,PROD_1585,1,161.11,161.11
ITEM_00000100,TRANS_000034,PROD_0271,1,126.36,126.36
ITEM_00000101,TRANS_000034,PROD_0465,1,615.38,615.38
ITEM_00000102,TRANS_000034,PROD_1222,3,75.09,225.27
ITEM_00000103,TRANS_000034,PROD_0106,1,57.58,57.58
ITEM_00000104,TRANS_000034,PROD_0444,2,94.53,189.06
ITEM_00000105,TRANS_000035,PROD_0396,4,85.54,342.16
ITEM_00000106,TRANS_000035,PROD_0603,1,98.27,98.27
ITEM_00000107,TRANS_000036,PROD_0448,1,120.53,120.53
ITEM_00000108,TRANS_000036,PROD_1585,3,161.11,483.33
ITEM_00000109,TRANS_000036,PROD_1961,4,64.09,256.36
ITEM_00000110,TRANS_000036,PROD_0846,3,16.19,48.57
ITEM_00000111,TRANS_000037,PROD_1347,4,134.03,536.12
ITEM_00000112,TRANS_000038,PROD_1671,2,253.3,506.6
ITEM_00000113,TRANS_000038,PROD_1462,3,13.77,41.31
ITEM_00000114,TRANS_000038,PROD_1658,3,94.06,282.18
ITEM_00000115,TRANS_000039,PROD_1847,2,25.12,50.24
ITEM_00000116,TRANS_000040,PROD_1058,4,1127.03,4508.12
ITEM_00000117,TRANS_000041,PROD_1873,3,149.47,448.41
ITEM_00000118,TRANS_000041,PROD_0801,3,322.79,968.37
ITEM_00000119,TRANS_000042,PROD_0516,1,30.36,30.36
ITEM_00000120,TRANS_000043,PROD_0282,3,152.16,456.48
ITEM_00000121,TRANS_000043,PROD_1496,4,30.87,123.48
ITEM_00000122,TRANS_000044,PROD_1929,2,140.4,280.8
ITEM_00000123,TRANS_000044,PROD_1417,2,94.52,189.04
ITEM_00000124,TRANS_000044,PROD_1502,4,356.48,1425.92
ITEM_00000125,TRANS_000044,PROD_1213,2,55.28,110.56
ITEM_00000126,TRANS_000044,PROD_1128,2,113.51,227.02
ITEM_00000127,TRANS_000045,PROD_1537,3,427.94,1283.82
ITEM_00000128,TRANS_000045,PROD_0319,3,168.03,504.09
ITEM_00000129,TRANS_000045,PROD_0047,2,84.24,168.48
ITEM_00000130,TRANS_000045,PROD_0702,1,65.12,65.12
ITEM_00000131,TRANS_000045,PROD_0283,3,457.46,1372.38
ITEM_00000132,TRANS_000045,PROD_1388,3,578.11,1734.33
ITEM_00000133,TRANS_000045,PROD_0024,3,162.81,488.43
ITEM_00000134,TRANS_000045,PROD_1057,4,182.68,730.72
ITEM_00000135,TRANS_000046,PROD_1892,2,1246.1,2492.2
ITEM_00000136,TRANS_000047,PROD_0211,1,1200.21,1200.21
ITEM_00000137,TRANS_000047,PROD_0727,3,213.3,639.9
ITEM_00000138,TRANS_000047,PROD_0367,1,79.64,79.64
ITEM_00000139,TRANS_000047,PROD_0950,1,61.37,61.37
ITEM_00000140,TRANS_000047,PROD_0468,4,19.09,76.36
ITEM_00000141,TRANS_000047,PROD_0826,2,82.89,165.78
ITEM_00000142,TRANS_000048,PROD_0713,2,34.61,69.22
ITEM_00000143,TRANS_000048,PROD_0891,3,39.01,117.03
ITEM_00000144,TRANS_000049,PROD_0208,2,58.37,116.74
ITEM_00000145,TRANS_000049,PROD_1677,3,189.96,569.88
ITEM_00000146,TRANS_000050,PROD_0747,3,203.09,609.27
ITEM_00000147,TRANS_000050,PROD_0088,2,42.43,84.86
ITEM_00000148,TRANS_000051,PROD_1959,4,126.79,507.16
ITEM_00000149,TRANS_000051,PROD_1834,4,55.78,223.12
ITEM_00000150,TRANS_000051,PROD_0883,3,37.88,113.64
ITEM_00000151,TRANS_000052,PROD_0590,1,86.05,86.05
ITEM_00000152,TRANS_000052,PROD_1421,2,5.85,11.7
ITEM_00000153,TRANS_000052,PROD_0842,2,468.73,937.46
ITEM_00000154,TRANS_000052,PROD_0769,1,524.18,524.18
ITEM_00000155,TRANS_000052,PROD_1461,3,168.12,504.36
ITEM_00000156,TRANS_000052,PROD_1323,4,135.51,542.04
ITEM_00000157,TRANS_000053,PROD_0011,2,1129.97,2259.94
ITEM_00000158,TRANS_000054,PROD_0798,4,19.25,77.0
ITEM_00000159,TRANS_000054,PROD_1400,2,180.8,361.6
ITEM_00000160,TRANS_000054,PROD_1408,1,37.63,37.63
ITEM_00000161,TRANS_000055,PROD_1373,3,48.77,146.31
ITEM_00000162,TRANS_000055,PROD_1702,3,146.55,439.65
ITEM_00000163,TRANS_000055,PROD_0182,3,71.38,214.14
ITEM_00000164,TRANS_000055,PROD_1539,1,56.92,56.92
ITEM_00000165,TRANS_000055,PROD_1501,2,618.17,1236.34
ITEM_00000166,TRANS_000055,PROD_0688,4,416.55,1666.2
ITEM_00000167,TRANS_000056,PROD_1558,1,309.94,309.94
ITEM_00000168,TRANS_000056,PROD_0393,2,168.76,337.52
ITEM_00000169,TRANS_000057,PROD_1486,3,156.17,468.51
ITEM_00000170,TRANS_000057,PROD_0420,3,312.27,936.81
ITEM_00000171,TRANS_000057,PROD_0162,4,491.94,1967.76
ITEM_00000172,TRANS_000057,PROD_1694,4,83.27,333.08
ITEM_00000173,TRANS_000057,PROD_1621,4,77.89,311.56
ITEM_00000174,TRANS_000058,PROD_0613,4,140.1,560.4
ITEM_00000175,TRANS_000058,PROD_1362,1,70.12,70.12
ITEM_00000176,TRANS_000058,PROD_1961,3,64.09,192.27
ITEM_00000177,TRANS_000058,PROD_0094,2,96.66,193.32
ITEM_00000178,TRANS_000059,PROD_1241,1,12.31,12.31
ITEM_00000179,TRANS_000059,PROD_0054,2,65.04,130.08
ITEM_00000180,TRANS_000059,PROD_0276,2,516.74,1033.48
ITEM_00000181,TRANS_000060,PROD_0495,1,38.42,38.42
ITEM_00000182,TRANS_000060,PROD_1317,1,40.58,40.58
ITEM_00000183,TRANS_000060,PROD_1078,1,58.31,58.31
ITEM_00000184,TRANS_000061,PROD_0796,1,100.69,100.69
ITEM_00000185,TRANS_000062,PROD_1022,3,95.55,286.65
ITEM_00000186,TRANS_000063,PROD_1844,4,13.1,52.4
ITEM_00000187,TRANS_000063,PROD_0997,4,990.73,3962.92
ITEM_00000188,TRANS_000063,PROD_1550,2,183.64,367.28
ITEM_00000189,TRANS_000064,PROD_0312,1,81.46,81.46
ITEM_00000190,TRANS_000064,PROD_0809,2,67.68,135.36
ITEM_00000191,TRANS_000064,PROD_1069,3,474.46,1423.38
ITEM_00000192,TRANS_000064,PROD_0175,3,258.41,775.23
ITEM_00000193,TRANS_000065,PROD_1697,4,1476.1,5904.4
ITEM_00000194,TRANS_000066,PROD_0971,2,11.22,22.44
ITEM_00000195,TRANS_000067,PROD_1963,4,27.08,108.32
ITEM_00000196,TRANS_000067,PROD_0281,4,1476.47,5905.88
ITEM_00000197,TRANS_000067,PROD_0037,3,231.13,693.39
ITEM_00000198,TRANS_000068,PROD_1461,4,168.12,672.48
ITEM_00000199,TRANS_000068,PROD_0333,1,76.57,76.57
ITEM_00000200,TRANS_000069,PROD_1550,1,183.64,183.64
ITEM_00000201,TRANS_000069,PROD_0704,3,80.82,242.46
ITEM_00000202,TRANS_000069,PROD_0898,4,42.49,169.96
ITEM_00000203,TRANS_000070,PROD_0854,2,422.03,844.06
ITEM_00000204,TRANS_000070,PROD_0073,4,76.31,305.24
ITEM_00000205,TRANS_000070,PROD_0488,1,15.75,15.75
ITEM_00000206,TRANS_000071,PROD_0639,1,172.17,172.17
ITEM_00000207,TRANS_000071,PROD_1916,1,50.78,50.78
ITEM_00000208,TRANS_000071,PROD_1127,2,545.9,1091.8
ITEM_00000209,TRANS_000072,PROD_1311,2,540.18,1080.36
ITEM_00000210,TRANS_000072,PROD_0110,3,21.82,65.46
ITEM_00000211,TRANS_000072,PROD_0865,4,71.77,287.08
ITEM_00000212,TRANS_000073,PROD_1831,4,28.71,114.84
ITEM_00000213,TRANS_000073,PROD_0943,1,140.68,140.68
ITEM_00000214,TRANS_000073,PROD_1438,2,23.8,47.6
ITEM_00000215,TRANS_000073,PROD_0487,2,145.97,291.94
ITEM_00000216,TRANS_000074,PROD_1499,2,86.8,173.6
ITEM_00000217,TRANS_000074,PROD_1164,3,97.07,291.21
ITEM_00000218,TRANS_000074,PROD_1882,4,107.14,428.56
ITEM_00000219,TRANS_000074,PROD_0024,3,162.81,488.43
ITEM_00000220,TRANS_000074,PROD_0632,1,97.49,97.49
ITEM_00000221,TRANS_000075,PROD_1113,4,118.91,475.64
ITEM_00000222,TRANS_000075,PROD_0837,1,111.29,111.29
ITEM_00000223,TRANS_000075,PROD_1107,3,1332.46,3997.38
ITEM_00000224,TRANS_000075,PROD_0557,4,72.44,289.76
ITEM_00000225,TRANS_000075,PROD_0577,3,69.06,207.18
ITEM_00000226,TRANS_000075,PROD_0259,3,145.68,437.04
ITEM_00000227,TRANS_000076,PROD_1504,4,26.89,107.56
ITEM_00000228,TRANS_000076,PROD_0361,4,22.54,90.16
ITEM_00000229,TRANS_000076,PROD_1812,2,22.75,45.5
ITEM_00000230,TRANS_000077,PROD_0076,2,65.69,131.38
ITEM_00000231,TRANS_000077,PROD_1321,1,142.67,142.67
ITEM_00000232,TRANS_000077,PROD_1654,4,61.17,244.68
ITEM_00000233,TRANS_000077,PROD_0024,1,162.81,162.81
ITEM_00000234,TRANS_000078,PROD_0837,3,111.29,333.87
ITEM_00000235,TRANS_000078,PROD_0494,4,803.22,3212.88
ITEM_00000236,TRANS_000079,PROD_1529,4,419.89,1679.56
ITEM_00000237,TRANS_000079,PROD_0564,4,83.87,335.48
ITEM_00000238,TRANS_000079,PROD_0198,4,181.77,727.08
ITEM_00000239,TRANS_000080,PROD_0057,1,220.99,220.99
ITEM_00000240,TRANS_000080,PROD_0268,3,112.05,336.15
ITEM_00000241,TRANS_000081,PROD_1007,1,250.17,250.17
ITEM_00000242,TRANS_000081,PROD_0456,4,44.72,178.88
ITEM_00000243,TRANS_000081,PROD_0629,4,32.82,131.28
ITEM_00000244,TRANS_000082,PROD_0472,4,141.78,567.12
ITEM_00000245,TRANS_000082,PROD_1933,2,1028.36,2056.72
ITEM_00000246,TRANS_000082,PROD_0506,4,57.54,230.16
ITEM_00000247,TRANS_000083,PROD_0788,1,334.39,334.39
ITEM_00000248,TRANS_000083,PROD_1258,1,143.51,143.51
ITEM_00000249,TRANS_000083,PROD_1912,3,5.67,17.01
ITEM_00000250,TRANS_000084,PROD_0715,3,27.07,81.21
ITEM_00000251,TRANS_000084,PROD_0775,1,14.2,14.2
ITEM_00000252,TRANS_000085,PROD_1378,1,60.23,60.23
ITEM_00000253,TRANS_000085,PROD_0487,4,145.97,583.88
ITEM_00000254,TRANS_000086,PROD_0805,3,15.94,47.82
ITEM_00000255,TRANS_000086,PROD_0454,3,65.94,197.82
ITEM_00000256,TRANS_000086,PROD_1160,3,31.26,93.78
ITEM_00000257,TRANS_000086,PROD_1270,2,353.17,706.34
ITEM_00000258,TRANS_000086,PROD_1666,3,25.79,77.37
ITEM_00000259,TRANS_000087,PROD_0509,3,203.62,610.86
ITEM_00000260,TRANS_000087,PROD_0437,1,26.74,26.74
ITEM_00000261,TRANS_000087,PROD_0108,1,42.99,42.99
ITEM_00000262,TRANS_000087,PROD_1792,3,71.45,214.35
ITEM_00000263,TRANS_000088,PROD_0585,3,91.54,274.62
ITEM_00000264,TRANS_000088,PROD_0625,4,67.29,269.16
ITEM_00000265,TRANS_000088,PROD_1582,1,174.66,174.66
ITEM_00000266,TRANS_000088,PROD_0556,2,65.05,130.1
ITEM_00000267,TRANS_000088,PROD_1811,3,304.93,914.79
ITEM_00000268,TRANS_000089,PROD_0300,3,724.43,2173.29
ITEM_00000269,TRANS_000089,PROD_1661,4,1028.4,4113.6
ITEM_00000270,TRANS_000089,PROD_1682,3,70.32,210.96
ITEM_00000271,TRANS_000089,PROD_0079,4,224.23,896.92
ITEM_00000272,TRANS_000090,PROD_1984,1,96.48,96.48
ITEM_00000273,TRANS_000091,PROD_0457,4,198.28,793.12
ITEM_00000274,TRANS_000091,PROD_1948,2,192.58,385.16
ITEM_00000275,TRANS_000091,PROD_1229,2,62.01,124.02
ITEM_00000276,TRANS_000092,PROD_1508,1,11.46,11.46
ITEM_00000277,TRANS_000092,PROD_1550,4,183.64,734.56
ITEM_00000278,TRANS_000092,PROD_1282,1,70.58,70.58
ITEM_00000279,TRANS_000092,PROD_1168,1,49.03,49.03
ITEM_00000280,TRANS_000092,PROD_0323,1,110.63,110.63
ITEM_00000281,TRANS_000093,PROD_1898,1,137.8,137.8
ITEM_00000282,TRANS_000093,PROD_1556,1,107.4,107.4
ITEM_00000283,TRANS_000093,PROD_0606,4,170.68,682.72
ITEM_00000284,TRANS_000094,PROD_0943,4,140.68,562.72
ITEM_00000285,TRANS_000095,PROD_1049,4,21.52,86.08
ITEM_00000286,TRANS_000095,PROD_1514,2,14.78,29.56
ITEM_00000287,TRANS_000095,PROD_1471,4,95.88,383.52
ITEM_00000288,TRANS_000095,PROD_1672,2,76.19,152.38
ITEM_00000289,TRANS_000095,PROD_1411,3,264.78,794.34
ITEM_00000290,TRANS_000096,PROD_1226,1,466.62,466.62
ITEM_00000291,TRANS_000096,PROD_1426,2,69.06,138.12
ITEM_00000292,TRANS_000096,PROD_0239,1,108.56,108.56
ITEM_00000293,TRANS_000097,PROD_1414,2,1151.45,2302.9
ITEM_00000294,TRANS_000097,PROD_1733,3,58.37,175.11
ITEM_00000295,TRANS_000098,PROD_1129,1,190.88,190.88
ITEM_00000296,TRANS_000098,PROD_0535,1,698.79,698.79
ITEM_00000297,TRANS_000098,PROD_0950,4,61.37,245.48
ITEM_00000298,TRANS_000098,PROD_1565,3,80.69,242.07
ITEM_00000299,TRANS_000099,PROD_0188,1,441.56,441.56
ITEM_00000300,TRANS_000099,PROD_1389,3,278.3,834.9
ITEM_00000301,TRANS_000099,PROD_1341,3,328.12,984.36
ITEM_00000302,TRANS_000099,PROD_1904,4,76.4,305.6
ITEM_00000303,TRANS_000100,PROD_0095,3,26.46,79.38
ITEM_00000304,TRANS_000100,PROD_0021,1,86.48,86.48
ITEM_00000305,TRANS_000101,PROD_1636,4,671.81,2687.24
ITEM_00000306,TRANS_000101,PROD_1597,2,173.5,347.0
ITEM_00000307,TRANS_000101,PROD_1732,4,24.93,99.72
ITEM_00000308,TRANS_000102,PROD_1461,4,168.12,672.48
ITEM_00000309,TRANS_000102,PROD_0455,2,261.54,523.08
ITEM_00000310,TRANS_000102,PROD_1360,1,526.83,526.83
ITEM_00000311,TRANS_000103,PROD_0700,1,788.35,788.35
ITEM_00000312,TRANS_000103,PROD_1774,2,141.69,283.38
ITEM_00000313,TRANS_000104,PROD_1578,2,816.53,1633.06
ITEM_00000314,TRANS_000104,PROD_1170,4,104.13,416.52
ITEM_00000315,TRANS_000104,PROD_1975,2,901.4,1802.8
ITEM_00000316,TRANS_000105,PROD_0168,3,418.56,1255.68
ITEM_00000317,TRANS_000106,PROD_1338,1,24.12,24.12
ITEM_00000318,TRANS_000106,PROD_0751,1,23.79,23.79
ITEM_00000319,TRANS_000107,PROD_1248,3,287.68,863.04
ITEM_00000320,TRANS_000107,PROD_1710,1,42.11,42.11
ITEM_00000321,TRANS_000107,PROD_0319,4,168.03,672.12
ITEM_00000322,TRANS_000107,PROD_0869,4,173.46,693.84
ITEM_00000323,TRANS_000108,PROD_0462,2,92.69,185.38
ITEM_00000324,TRANS_000109,PROD_1823,2,729.61,1459.22
ITEM_00000325,TRANS_000109,PROD_0961,3,93.02,279.06
ITEM_00000326,TRANS_000109,PROD_1996,1,1384.69,1384.69
ITEM_00000327,TRANS_000110,PROD_1941,1,437.72,437.72
ITEM_00000328,TRANS_000110,PROD_0420,4,312.27,1249.08
ITEM_00000329,TRANS_000110,PROD_1152,3,57.22,171.66
ITEM_00000330,TRANS_000110,PROD_1411,3,264.78,794.34
ITEM_00000331,TRANS_000111,PROD_1394,1,132.04,132.04
ITEM_00000332,TRANS_000111,PROD_1860,4,96.43,385.72
ITEM_00000333,TRANS_000111,PROD_1200,3,162.67,488.01
ITEM_00000334,TRANS_000111,PROD_0762,4,132.18,528.72
ITEM_00000335,TRANS_000111,PROD_0028,1,18.59,18.59
ITEM_00000336,TRANS_000112,PROD_0648,2,69.64,139.28
ITEM_00000337,TRANS_000112,PROD_0778,1,193.6,193.6
ITEM_00000338,TRANS_000112,PROD_1701,1,146.04,146.04
ITEM_00000339,TRANS_000112,PROD_0207,4,16.58,66.32
ITEM_00000340,TRANS_000113,PROD_0052,3,59.51,178.53
ITEM_00000341,TRANS_000113,PROD_1170,4,104.13,416.52
ITEM_00000342,TRANS_000114,PROD_1933,4,1028.36,4113.44
ITEM_00000343,TRANS_000114,PROD_0946,3,288.83,866.49
ITEM_00000344,TRANS_000114,PROD_0961,3,93.02,279.06
ITEM_00000345,TRANS_000115,PROD_0279,2,21.33,42.66
ITEM_00000346,TRANS_000115,PROD_1843,3,82.58,247.74
ITEM_00000347,TRANS_000115,PROD_1570,3,26.85,80.55
ITEM_00000348,TRANS_000115,PROD_0823,3,1206.31,3618.93
ITEM_00000349,TRANS_000116,PROD_0715,1,27.07,27.07
ITEM_00000350,TRANS_000117,PROD_1030,2,91.72,183.44
ITEM_00000351,TRANS_000117,PROD_0758,1,41.93,41.93
ITEM_00000352,TRANS_000117,PROD_1872,4,95.13,380.52
ITEM_00000353,TRANS_000117,PROD_0950,3,61.37,184.11
ITEM_00000354,TRANS_000118,PROD_1174,4,82.7,330.8
ITEM_00000355,TRANS_000118,PROD_0225,4,20.4,81.6
ITEM_00000356,TRANS_000118,PROD_0835,3,33.38,100.14
ITEM_00000357,TRANS_000118,PROD_0036,2,90.73,181.46
ITEM_00000358,TRANS_000118,PROD_1440,2,446.03,892.06
ITEM_00000359,TRANS_000118,PROD_1980,1,362.95,362.95
ITEM_00000360,TRANS_000118,PROD_1605,2,420.43,840.86
ITEM_00000361,TRANS_000119,PROD_0023,2,101.84,203.68
ITEM_00000362,TRANS_000119,PROD_1680,4,63.96,255.84
ITEM_00000363,TRANS_000119,PROD_0990,3,17.34,52.02
ITEM_00000364,TRANS_000120,PROD_0735,2,232.59,465.18
ITEM_00000365,TRANS_000121,PROD_1440,1,446.03,446.03
ITEM_00000366,TRANS_000121,PROD_1807,4,175.95,703.8
ITEM_00000367,TRANS_000122,PROD_0583,2,31.55,63.1
ITEM_00000368,TRANS_000123,PROD_0855,1,21.02,21.02
ITEM_00000369,TRANS_000124,PROD_0662,3,1060.52,3181.56
ITEM_00000370,TRANS_000125,PROD_0086,4,133.48,533.92
ITEM_00000371,TRANS_000125,PROD_1464,1,273.01,273.01
ITEM_00000372,TRANS_000125,PROD_1027,2,80.83,161.66
ITEM_00000373,TRANS_000125,PROD_1405,3,64.96,194.88
ITEM_00000374,TRANS_000126,PROD_1156,1,71.17,71.17
ITEM_00000375,TRANS_000127,PROD_0579,2,136.7,273.4
ITEM_00000376,TRANS_000128,PROD_0841,4,1479.09,5916.36
ITEM_00000377,TRANS_000129,PROD_0319,2,168.03,336.06
ITEM_00000378,TRANS_000129,PROD_1534,1,1044.37,1044.37
ITEM_00000379,TRANS_000129,PROD_0411,4,92.22,368.88
ITEM_00000380,TRANS_000129,PROD_0191,2,79.28,158.56
ITEM_00000381,TRANS_000130,PROD_1388,3,578.11,1734.33
ITEM_00000382,TRANS_000130,PROD_0214,2,595.88,1191.76
ITEM_00000383,TRANS_000130,PROD_1896,4,65.42,261.68
ITEM_00000384,TRANS_000131,PROD_0179,2,59.35,118.7
ITEM_00000385,TRANS_000132,PROD_1582,2,174.66,349.32
ITEM_00000386,TRANS_000132,PROD_0560,1,11.21,11.21
ITEM_00000387,TRANS_000132,PROD_0927,1,11.53,11.53
ITEM_00000388,TRANS_000132,PROD_1634,4,23.47,93.88
ITEM_00000389,TRANS_000133,PROD_1509,1,1210.78,1210.78
ITEM_00000390,TRANS_000133,PROD_0255,1,18.79,18.79
ITEM_00000391,TRANS_000134,PROD_1379,2,17.53,35.06
ITEM_00000392,TRANS_000135,PROD_0390,1,143.53,143.53
ITEM_00000393,TRANS_000135,PROD_1718,2,84.15,168.3
ITEM_00000394,TRANS_000135,PROD_1597,3,173.5,520.5
ITEM_00000395,TRANS_000135,PROD_0863,1,42.0,42.0
ITEM_00000396,TRANS_000136,PROD_0150,2,304.82,609.64
ITEM_00000397,TRANS_000136,PROD_1357,3,25.69,77.07
ITEM_00000398,TRANS_000137,PROD_1641,2,37.04,74.08
ITEM_00000399,TRANS_000137,PROD_1276,2,104.02,208.04
ITEM_00000400,TRANS_000138,PROD_1793,3,76.92,230.76
ITEM_00000401,TRANS_000138,PROD_0021,2,86.48,172.96
ITEM_00000402,TRANS_000138,PROD_0721,1,19.54,19.54
ITEM_00000403,TRANS_000138,PROD_0642,4,1439.04,5756.16
ITEM_00000404,TRANS_000139,PROD_1874,1,129.42,129.42
ITEM_00000405,TRANS_000139,PROD_0384,3,1034.53,3103.59
ITEM_00000406,TRANS_000139,PROD_0442,4,818.5,3274.0
